14400
0 2 7 7 0
1 2 8 8 0
2 2 9 9 0
3 2 10 10 0
4 2 11 11 0
5 2 12 12 0
6 2 13 13 0
7 2 14 14 0
8 2 15 15 0
9 2 16 16 0
10 2 17 17 0
11 2 18 18 0
12 2 19 19 0
13 2 20 20 0
14 2 21 21 0
15 2 22 22 0
16 2 23 23 0
17 2 24 24 0
18 2 25 25 0
19 2 26 26 0
20 2 34 34 0
21 2 35 35 0
22 2 36 36 0
23 2 37 37 0
24 2 38 38 0
25 2 39 39 0
26 2 40 40 0
27 2 41 41 0
28 2 42 42 0
29 2 43 43 0
30 2 44 44 0
31 2 45 45 0
32 2 46 46 0
33 2 47 47 0
34 2 48 48 0
35 2 49 49 0
36 2 50 50 0
37 2 51 51 0
38 2 52 52 0
39 2 53 53 0
40 2 61 61 0
41 2 62 62 0
42 2 63 63 0
43 2 64 64 0
44 2 65 65 0
45 2 66 66 0
46 2 67 67 0
47 2 68 68 0
48 2 69 69 0
49 2 70 70 0
50 2 71 71 0
51 2 72 72 0
52 2 73 73 0
53 2 74 74 0
54 2 75 75 0
55 2 76 76 0
56 2 77 77 0
57 2 78 78 0
58 2 79 79 0
59 2 80 80 0
60 2 88 88 0
61 2 89 89 0
62 2 90 90 0
63 2 91 91 0
64 2 92 92 0
65 2 93 93 0
66 2 94 94 0
67 2 95 95 0
68 2 96 96 0
69 2 97 97 0
70 2 98 98 0
71 2 99 99 0
72 2 100 100 0
73 2 101 101 0
74 2 102 102 0
75 2 103 103 0
76 2 104 104 0
77 2 105 105 0
78 2 106 106 0
79 2 107 107 0
80 2 115 115 0
81 2 116 116 0
82 2 117 117 0
83 2 118 118 0
84 2 119 119 0
85 2 120 120 0
86 2 121 121 0
87 2 122 122 0
88 2 123 123 0
89 2 124 124 0
90 2 125 125 0
91 2 126 126 0
92 2 127 127 0
93 2 128 128 0
94 2 129 129 0
95 2 130 130 0
96 2 131 131 0
97 2 132 132 0
98 2 133 133 0
99 2 134 134 0
100 2 142 142 0
101 2 143 143 0
102 2 144 144 0
103 2 145 145 0
104 2 146 146 0
105 2 147 147 0
106 2 148 148 0
107 2 149 149 0
108 2 150 150 0
109 2 151 151 0
110 2 152 152 0
111 2 153 153 0
112 2 154 154 0
113 2 155 155 0
114 2 156 156 0
115 2 157 157 0
116 2 158 158 0
117 2 159 159 0
118 2 160 160 0
119 2 161 161 0
120 3 7 3 8 1 3 
121 3 7 3 9 1 3 
122 3 7 3 10 1 3 
123 3 7 3 11 1 3 
124 5 7 3 1 4 12 3 3 1 4 
125 5 7 3 1 4 13 3 3 1 4 
126 5 7 3 1 4 14 3 3 1 4 
127 5 7 3 1 4 15 3 3 1 4 
128 5 7 3 1 4 16 3 3 1 4 
129 5 7 3 1 5 17 3 3 1 5 
130 5 7 3 1 5 18 3 3 1 5 
131 5 7 3 1 5 19 3 3 1 5 
132 5 7 3 1 5 20 3 3 1 5 
133 5 7 3 1 5 21 3 3 1 5 
134 5 7 3 1 6 22 3 3 1 6 
135 5 7 3 1 6 23 3 3 1 6 
136 5 7 3 1 6 24 3 3 1 6 
137 5 7 3 1 6 25 3 3 1 6 
138 5 7 3 1 6 26 3 3 1 6 
139 8 7 3 1 0 27 28 30 34 6 3 1 0 27 28 30 
140 8 7 3 1 0 27 28 30 35 6 3 1 0 27 28 30 
141 8 7 3 1 0 27 28 30 36 6 3 1 0 27 28 30 
142 8 7 3 1 0 27 28 30 37 6 3 1 0 27 28 30 
143 8 7 3 1 0 27 28 30 38 6 3 1 0 27 28 30 
144 8 7 3 1 0 27 28 31 39 6 3 1 0 27 28 31 
