14280
7 8 1 3 
7 9 1 3 
7 10 1 3 
7 11 1 3 
7 12 3 3 1 4 
7 13 3 3 1 4 
7 14 3 3 1 4 
7 15 3 3 1 4 
7 16 3 3 1 4 
7 17 3 3 1 5 
7 18 3 3 1 5 
7 19 3 3 1 5 
7 20 3 3 1 5 
7 21 3 3 1 5 
7 22 3 3 1 6 
7 23 3 3 1 6 
7 24 3 3 1 6 
7 25 3 3 1 6 
7 26 3 3 1 6 
7 34 6 3 1 0 27 28 30 
7 35 6 3 1 0 27 28 30 
7 36 6 3 1 0 27 28 30 
7 37 6 3 1 0 27 28 30 
7 38 6 3 1 0 27 28 30 
7 39 6 3 1 0 27 28 31 
7 40 6 3 1 0 27 28 31 
7 41 6 3 1 0 27 28 31 
7 42 6 3 1 0 27 28 31 
7 43 6 3 1 0 27 28 31 
7 44 6 3 1 0 27 28 32 
7 45 6 3 1 0 27 28 32 
7 46 6 3 1 0 27 28 32 
7 47 6 3 1 0 27 28 32 
7 48 6 3 1 0 27 28 32 
7 49 6 3 1 0 27 28 33 
7 50 6 3 1 0 27 28 33 
7 51 6 3 1 0 27 28 33 
7 52 6 3 1 0 27 28 33 
7 53 6 3 1 0 27 28 33 
7 61 6 3 1 0 54 55 57 
7 62 6 3 1 0 54 55 57 
7 63 6 3 1 0 54 55 57 
7 64 6 3 1 0 54 55 57 
7 65 6 3 1 0 54 55 57 
7 66 6 3 1 0 54 55 58 
7 67 6 3 1 0 54 55 58 
7 68 6 3 1 0 54 55 58 
7 69 6 3 1 0 54 55 58 
7 70 6 3 1 0 54 55 58 
7 71 6 3 1 0 54 55 59 
7 72 6 3 1 0 54 55 59 
7 73 6 3 1 0 54 55 59 
7 74 6 3 1 0 54 55 59 
7 75 6 3 1 0 54 55 59 
7 76 6 3 1 0 54 55 60 
7 77 6 3 1 0 54 55 60 
7 78 6 3 1 0 54 55 60 
7 79 6 3 1 0 54 55 60 
7 80 6 3 1 0 54 55 60 
7 88 7 3 1 0 54 81 82 84 
7 89 7 3 1 0 54 81 82 84 
7 90 7 3 1 0 54 81 82 84 
7 91 7 3 1 0 54 81 82 84 
7 92 7 3 1 0 54 81 82 84 
7 93 7 3 1 0 54 81 82 85 
7 94 7 3 1 0 54 81 82 85 
7 95 7 3 1 0 54 81 82 85 
7 96 7 3 1 0 54 81 82 85 
7 97 7 3 1 0 54 81 82 85 
7 98 7 3 1 0 54 81 82 86 
7 99 7 3 1 0 54 81 82 86 
7 100 7 3 1 0 54 81 82 86 
7 101 7 3 1 0 54 81 82 86 
7 102 7 3 1 0 54 81 82 86 
7 103 7 3 1 0 54 81 82 87 
7 104 7 3 1 0 54 81 82 87 
7 105 7 3 1 0 54 81 82 87 
7 106 7 3 1 0 54 81 82 87 
7 107 7 3 1 0 54 81 82 87 
7 115 7 3 1 0 27 108 109 111 
7 116 7 3 1 0 27 108 109 111 
7 117 7 3 1 0 27 108 109 111 
7 118 7 3 1 0 27 108 109 111 
7 119 7 3 1 0 27 108 109 111 
7 120 7 3 1 0 27 108 109 112 
7 121 7 3 1 0 27 108 109 112 
7 122 7 3 1 0 27 108 109 112 
7 123 7 3 1 0 27 108 109 112 
7 124 7 3 1 0 27 108 109 112 
7 125 7 3 1 0 27 108 109 113 
7 126 7 3 1 0 27 108 109 113 
7 127 7 3 1 0 27 108 109 113 
7 128 7 3 1 0 27 108 109 113 
7 129 7 3 1 0 27 108 109 113 
7 130 7 3 1 0 27 108 109 114 
7 131 7 3 1 0 27 108 109 114 
7 132 7 3 1 0 27 108 109 114 
7 133 7 3 1 0 27 108 109 114 
7 134 7 3 1 0 27 108 109 114 
7 142 7 3 1 0 27 135 136 138 
7 143 7 3 1 0 27 135 136 138 
7 144 7 3 1 0 27 135 136 138 
7 145 7 3 1 0 27 135 136 138 
7 146 7 3 1 0 27 135 136 138 
