14280
7 8 2 7 3 8 
7 9 2 7 3 9 
7 10 2 7 3 10 
7 11 2 7 3 11 
7 12 4 7 3 1 4 12 
7 13 4 7 3 1 4 13 
7 14 4 7 3 1 4 14 
7 15 4 7 3 1 4 15 
7 16 4 7 3 1 4 16 
7 17 4 7 3 1 5 17 
7 18 4 7 3 1 5 18 
7 19 4 7 3 1 5 19 
7 20 4 7 3 1 5 20 
7 21 4 7 3 1 5 21 
7 22 4 7 3 1 6 22 
7 23 4 7 3 1 6 23 
7 24 4 7 3 1 6 24 
7 25 4 7 3 1 6 25 
7 26 4 7 3 1 6 26 
7 34 7 7 3 1 0 27 28 30 34 
7 35 7 7 3 1 0 27 28 30 35 
7 36 7 7 3 1 0 27 28 30 36 
7 37 7 7 3 1 0 27 28 30 37 
7 38 7 7 3 1 0 27 28 30 38 
7 39 7 7 3 1 0 27 28 31 39 
7 40 7 7 3 1 0 27 28 31 40 
7 41 7 7 3 1 0 27 28 31 41 
7 42 7 7 3 1 0 27 28 31 42 
7 43 7 7 3 1 0 27 28 31 43 
7 44 7 7 3 1 0 27 28 32 44 
7 45 7 7 3 1 0 27 28 32 45 
7 46 7 7 3 1 0 27 28 32 46 
7 47 7 7 3 1 0 27 28 32 47 
7 48 7 7 3 1 0 27 28 32 48 
7 49 7 7 3 1 0 27 28 33 49 
7 50 7 7 3 1 0 27 28 33 50 
7 51 7 7 3 1 0 27 28 33 51 
7 52 7 7 3 1 0 27 28 33 52 
7 53 7 7 3 1 0 27 28 33 53 
7 61 7 7 3 1 0 54 55 57 61 
7 62 7 7 3 1 0 54 55 57 62 
7 63 7 7 3 1 0 54 55 57 63 
7 64 7 7 3 1 0 54 55 57 64 
7 65 7 7 3 1 0 54 55 57 65 
7 66 7 7 3 1 0 54 55 58 66 
7 67 7 7 3 1 0 54 55 58 67 
7 68 7 7 3 1 0 54 55 58 68 
7 69 7 7 3 1 0 54 55 58 69 
7 70 7 7 3 1 0 54 55 58 70 
7 71 7 7 3 1 0 54 55 59 71 
7 72 7 7 3 1 0 54 55 59 72 
7 73 7 7 3 1 0 54 55 59 73 
7 74 7 7 3 1 0 54 55 59 74 
7 75 7 7 3 1 0 54 55 59 75 
7 76 7 7 3 1 0 54 55 60 76 
7 77 7 7 3 1 0 54 55 60 77 
7 78 7 7 3 1 0 54 55 60 78 
7 79 7 7 3 1 0 54 55 60 79 
7 80 7 7 3 1 0 54 55 60 80 
7 88 8 7 3 1 0 54 81 82 84 88 
7 89 8 7 3 1 0 54 81 82 84 89 
7 90 8 7 3 1 0 54 81 82 84 90 
7 91 8 7 3 1 0 54 81 82 84 91 
7 92 8 7 3 1 0 54 81 82 84 92 
7 93 8 7 3 1 0 54 81 82 85 93 
7 94 8 7 3 1 0 54 81 82 85 94 
7 95 8 7 3 1 0 54 81 82 85 95 
7 96 8 7 3 1 0 54 81 82 85 96 
7 97 8 7 3 1 0 54 81 82 85 97 
7 98 8 7 3 1 0 54 81 82 86 98 
7 99 8 7 3 1 0 54 81 82 86 99 
7 100 8 7 3 1 0 54 81 82 86 100 
7 101 8 7 3 1 0 54 81 82 86 101 
7 102 8 7 3 1 0 54 81 82 86 102 
7 103 8 7 3 1 0 54 81 82 87 103 
7 104 8 7 3 1 0 54 81 82 87 104 
7 105 8 7 3 1 0 54 81 82 87 105 
7 106 8 7 3 1 0 54 81 82 87 106 
7 107 8 7 3 1 0 54 81 82 87 107 
7 115 8 7 3 1 0 27 108 109 111 115 
7 116 8 7 3 1 0 27 108 109 111 116 
7 117 8 7 3 1 0 27 108 109 111 117 
7 118 8 7 3 1 0 27 108 109 111 118 
7 119 8 7 3 1 0 27 108 109 111 119 
7 120 8 7 3 1 0 27 108 109 112 120 
7 121 8 7 3 1 0 27 108 109 112 121 
7 122 8 7 3 1 0 27 108 109 112 122 
7 123 8 7 3 1 0 27 108 109 112 123 
7 124 8 7 3 1 0 27 108 109 112 124 
7 125 8 7 3 1 0 27 108 109 113 125 
7 126 8 7 3 1 0 27 108 109 113 126 
7 127 8 7 3 1 0 27 108 109 113 127 
7 128 8 7 3 1 0 27 108 109 113 128 
7 129 8 7 3 1 0 27 108 109 113 129 
7 130 8 7 3 1 0 27 108 109 114 130 
7 131 8 7 3 1 0 27 108 109 114 131 
7 132 8 7 3 1 0 27 108 109 114 132 
7 133 8 7 3 1 0 27 108 109 114 133 
7 134 8 7 3 1 0 27 108 109 114 134 
7 142 8 7 3 1 0 27 135 136 138 142 
7 143 8 7 3 1 0 27 135 136 138 143 
7 144 8 7 3 1 0 27 135 136 138 144 
7 145 8 7 3 1 0 27 135 136 138 145 
7 146 8 7 3 1 0 27 135 136 138 146 
7 147 8 7 3 1 0 27 135 136 139 147 
7 148 8 7 3 1 0 27 135 136 139 148 
7 149 8 7 3 1 0 27 135 136 139 149 
7 150 8 7 3 1 0 27 135 136 139 150 
7 151 8 7 3 1 0 27 135 136 139 151 
7 152 8 7 3 1 0 27 135 136 140 152 
7 153 8 7 3 1 0 27 135 136 140 153 
7 154 8 7 3 1 0 27 135 136 140 154 
7 155 8 7 3 1 0 27 135 136 140 155 
7 156 8 7 3 1 0 27 135 136 140 156 
7 157 8 7 3 1 0 27 135 136 141 157 
7 158 8 7 3 1 0 27 135 136 141 158 
7 159 8 7 3 1 0 27 135 136 141 159 
7 160 8 7 3 1 0 27 135 136 141 160 
7 161 8 7 3 1 0 27 135 136 141 161 
8 7 2 8 3 7 
8 9 2 8 3 9 
8 10 2 8 3 10 
8 11 2 8 3 11 
8 12 4 8 3 1 4 12 
8 13 4 8 3 1 4 13 
8 14 4 8 3 1 4 14 
8 15 4 8 3 1 4 15 
8 16 4 8 3 1 4 16 
8 17 4 8 3 1 5 17 
8 18 4 8 3 1 5 18 
8 19 4 8 3 1 5 19 
8 20 4 8 3 1 5 20 
8 21 4 8 3 1 5 21 
8 22 4 8 3 1 6 22 
8 23 4 8 3 1 6 23 
8 24 4 8 3 1 6 24 
8 25 4 8 3 1 6 25 
8 26 4 8 3 1 6 26 
8 34 7 8 3 1 0 27 28 30 34 
8 35 7 8 3 1 0 27 28 30 35 
8 36 7 8 3 1 0 27 28 30 36 
8 37 7 8 3 1 0 27 28 30 37 
8 38 7 8 3 1 0 27 28 30 38 
8 39 7 8 3 1 0 27 28 31 39 
8 40 7 8 3 1 0 27 28 31 40 
8 41 7 8 3 1 0 27 28 31 41 
8 42 7 8 3 1 0 27 28 31 42 
8 43 7 8 3 1 0 27 28 31 43 
8 44 7 8 3 1 0 27 28 32 44 
8 45 7 8 3 1 0 27 28 32 45 
8 46 7 8 3 1 0 27 28 32 46 
8 47 7 8 3 1 0 27 28 32 47 
8 48 7 8 3 1 0 27 28 32 48 
8 49 7 8 3 1 0 27 28 33 49 
8 50 7 8 3 1 0 27 28 33 50 
8 51 7 8 3 1 0 27 28 33 51 
8 52 7 8 3 1 0 27 28 33 52 
8 53 7 8 3 1 0 27 28 33 53 
8 61 7 8 3 1 0 54 55 57 61 
8 62 7 8 3 1 0 54 55 57 62 
8 63 7 8 3 1 0 54 55 57 63 
8 64 7 8 3 1 0 54 55 57 64 
8 65 7 8 3 1 0 54 55 57 65 
8 66 7 8 3 1 0 54 55 58 66 
8 67 7 8 3 1 0 54 55 58 67 
8 68 7 8 3 1 0 54 55 58 68 
8 69 7 8 3 1 0 54 55 58 69 
8 70 7 8 3 1 0 54 55 58 70 
8 71 7 8 3 1 0 54 55 59 71 
8 72 7 8 3 1 0 54 55 59 72 
8 73 7 8 3 1 0 54 55 59 73 
8 74 7 8 3 1 0 54 55 59 74 
8 75 7 8 3 1 0 54 55 59 75 
8 76 7 8 3 1 0 54 55 60 76 
8 77 7 8 3 1 0 54 55 60 77 
8 78 7 8 3 1 0 54 55 60 78 
8 79 7 8 3 1 0 54 55 60 79 
8 80 7 8 3 1 0 54 55 60 80 
8 88 8 8 3 1 0 54 81 82 84 88 
8 89 8 8 3 1 0 54 81 82 84 89 
8 90 8 8 3 1 0 54 81 82 84 90 
8 91 8 8 3 1 0 54 81 82 84 91 
8 92 8 8 3 1 0 54 81 82 84 92 
8 93 8 8 3 1 0 54 81 82 85 93 
8 94 8 8 3 1 0 54 81 82 85 94 
8 95 8 8 3 1 0 54 81 82 85 95 
8 96 8 8 3 1 0 54 81 82 85 96 
8 97 8 8 3 1 0 54 81 82 85 97 
8 98 8 8 3 1 0 54 81 82 86 98 
8 99 8 8 3 1 0 54 81 82 86 99 
8 100 8 8 3 1 0 54 81 82 86 100 
8 101 8 8 3 1 0 54 81 82 86 101 
8 102 8 8 3 1 0 54 81 82 86 102 
8 103 8 8 3 1 0 54 81 82 87 103 
8 104 8 8 3 1 0 54 81 82 87 104 
8 105 8 8 3 1 0 54 81 82 87 105 
8 106 8 8 3 1 0 54 81 82 87 106 
8 107 8 8 3 1 0 54 81 82 87 107 
8 115 8 8 3 1 0 27 108 109 111 115 
8 116 8 8 3 1 0 27 108 109 111 116 
8 117 8 8 3 1 0 27 108 109 111 117 
8 118 8 8 3 1 0 27 108 109 111 118 
8 119 8 8 3 1 0 27 108 109 111 119 
8 120 8 8 3 1 0 27 108 109 112 120 
8 121 8 8 3 1 0 27 108 109 112 121 
8 122 8 8 3 1 0 27 108 109 112 122 
8 123 8 8 3 1 0 27 108 109 112 123 
8 124 8 8 3 1 0 27 108 109 112 124 
8 125 8 8 3 1 0 27 108 109 113 125 
8 126 8 8 3 1 0 27 108 109 113 126 
8 127 8 8 3 1 0 27 108 109 113 127 
8 128 8 8 3 1 0 27 108 109 113 128 
8 129 8 8 3 1 0 27 108 109 113 129 
8 130 8 8 3 1 0 27 108 109 114 130 
8 131 8 8 3 1 0 27 108 109 114 131 
8 132 8 8 3 1 0 27 108 109 114 132 
8 133 8 8 3 1 0 27 108 109 114 133 
8 134 8 8 3 1 0 27 108 109 114 134 
8 142 8 8 3 1 0 27 135 136 138 142 
8 143 8 8 3 1 0 27 135 136 138 143 
8 144 8 8 3 1 0 27 135 136 138 144 
8 145 8 8 3 1 0 27 135 136 138 145 
8 146 8 8 3 1 0 27 135 136 138 146 
8 147 8 8 3 1 0 27 135 136 139 147 
8 148 8 8 3 1 0 27 135 136 139 148 
8 149 8 8 3 1 0 27 135 136 139 149 
8 150 8 8 3 1 0 27 135 136 139 150 
8 151 8 8 3 1 0 27 135 136 139 151 
8 152 8 8 3 1 0 27 135 136 140 152 
8 153 8 8 3 1 0 27 135 136 140 153 
8 154 8 8 3 1 0 27 135 136 140 154 
8 155 8 8 3 1 0 27 135 136 140 155 
8 156 8 8 3 1 0 27 135 136 140 156 
8 157 8 8 3 1 0 27 135 136 141 157 
8 158 8 8 3 1 0 27 135 136 141 158 
8 159 8 8 3 1 0 27 135 136 141 159 
8 160 8 8 3 1 0 27 135 136 141 160 
8 161 8 8 3 1 0 27 135 136 141 161 
9 7 2 9 3 7 
9 8 2 9 3 8 
9 10 2 9 3 10 
9 11 2 9 3 11 
9 12 4 9 3 1 4 12 
9 13 4 9 3 1 4 13 
9 14 4 9 3 1 4 14 
9 15 4 9 3 1 4 15 
9 16 4 9 3 1 4 16 
9 17 4 9 3 1 5 17 
9 18 4 9 3 1 5 18 
9 19 4 9 3 1 5 19 
9 20 4 9 3 1 5 20 
9 21 4 9 3 1 5 21 
9 22 4 9 3 1 6 22 
9 23 4 9 3 1 6 23 
9 24 4 9 3 1 6 24 
9 25 4 9 3 1 6 25 
9 26 4 9 3 1 6 26 
9 34 7 9 3 1 0 27 28 30 34 
9 35 7 9 3 1 0 27 28 30 35 
9 36 7 9 3 1 0 27 28 30 36 
9 37 7 9 3 1 0 27 28 30 37 
9 38 7 9 3 1 0 27 28 30 38 
9 39 7 9 3 1 0 27 28 31 39 
9 40 7 9 3 1 0 27 28 31 40 
9 41 7 9 3 1 0 27 28 31 41 
9 42 7 9 3 1 0 27 28 31 42 
9 43 7 9 3 1 0 27 28 31 43 
9 44 7 9 3 1 0 27 28 32 44 
9 45 7 9 3 1 0 27 28 32 45 
9 46 7 9 3 1 0 27 28 32 46 
9 47 7 9 3 1 0 27 28 32 47 
9 48 7 9 3 1 0 27 28 32 48 
9 49 7 9 3 1 0 27 28 33 49 
9 50 7 9 3 1 0 27 28 33 50 
9 51 7 9 3 1 0 27 28 33 51 
9 52 7 9 3 1 0 27 28 33 52 
9 53 7 9 3 1 0 27 28 33 53 
9 61 7 9 3 1 0 54 55 57 61 
9 62 7 9 3 1 0 54 55 57 62 
9 63 7 9 3 1 0 54 55 57 63 
9 64 7 9 3 1 0 54 55 57 64 
9 65 7 9 3 1 0 54 55 57 65 
9 66 7 9 3 1 0 54 55 58 66 
9 67 7 9 3 1 0 54 55 58 67 
9 68 7 9 3 1 0 54 55 58 68 
9 69 7 9 3 1 0 54 55 58 69 
9 70 7 9 3 1 0 54 55 58 70 
9 71 7 9 3 1 0 54 55 59 71 
9 72 7 9 3 1 0 54 55 59 72 
9 73 7 9 3 1 0 54 55 59 73 
9 74 7 9 3 1 0 54 55 59 74 
